BR.A	BR.B	BR.C	DR.A	DR.C	DR.D
ofav41323	7	0	1	2	0	2
ofav41325	0	1	0	1	3	0
ofav41330	0	0	0	0	0	2
ofav41331	0	0	0	0	0	0
ofav41336	0	0	2	1	0	3
ofav41338	16	1	31	18	6	12
ofav41342	0	0	3	6	0	4
ofav41345	8	7	8	11	7	9
ofav41347	6	3	12	8	4	8
ofav41356	0	1	13	29	5	38
ofav41359	3	6	2	1	0	3
ofav41366	7	7	9	3	2	10
ofav41368	0	1	1	0	0	1
ofav41374	2	7	10	37	9	32
ofav41375	0	0	2	0	0	5
ofav41378	9	2	1	3	0	3
ofav41379	19	3	6	9	3	15
ofav4138	1	0	5	7	1	1
ofav41381	0	0	2	0	1	3
ofav41386	0	0	1	2	0	1
ofav41390	30	7	66	20	14	111
ofav41391	3	0	5	6	1	11
ofav41394	0	0	3	1	0	0
ofav41407	3	0	1	1	0	0
ofav41409	0	0	2	4	2	6
ofav41410	9	8	17	19	4	6
ofav41411	0	0	0	0	0	1
ofav41413	1	0	0	0	0	1
ofav41414	2	0	0	0	0	2
ofav41416	3	1	9	9	4	6
ofav41419	0	0	4	2	2	4
ofav41420	3	0	17	26	2	28
ofav41428	0	0	9	9	3	11
ofav41432	0	4	3	3	3	5
ofav41434	0	0	0	0	0	0
ofav41436	0	2	0	1	0	0
ofav41437	11	3	6	6	6	7
ofav41439	0	7	3	6	1	4
ofav41440	0	1	18	10	5	5
ofav41442	7	2	6	4	0	5
ofav41444	0	0	0	1	2	0
ofav41445	28	0	10	17	8	12
ofav41446	0	1	1	0	0	1
ofav41455	0	0	3	8	1	9
ofav41457	3	7	12	30	6	30
ofav41459	0	0	2	0	0	0
ofav41460	0	0	0	1	0	2
ofav41461	4	0	4	3	5	10
ofav41462	13	9	12	27	3	7
ofav41464	7	0	4	1	0	0
ofav41468	0	0	1	2	0	0
ofav41473	1	0	2	0	0	2
ofav41474	0	0	0	0	0	0
ofav41475	1	0	1	1	0	1
ofav41477	22	3	33	11	3	11
ofav41482	9	11	19	9	8	13
ofav41485	13	0	2	10	3	11
ofav41487	0	2	0	0	0	0
ofav41491	0	5	1	0	1	2
ofav41492	0	0	0	1	0	2
ofav41497	0	0	1	0	0	3
ofav41498	0	0	1	3	3	2
ofav41499	0	0	2	2	1	3
ofav41500	0	0	0	0	0	0
ofav41503	0	0	2	2	0	1
ofav41505	1	0	3	2	2	2
ofav41506	6	7	9	24	12	26
ofav41512	1	3	1	3	3	6
ofav41513	0	0	2	2	1	1
ofav41515	11	2	17	25	23	30
ofav41520	0	0	0	0	0	0
ofav41522	3	0	4	2	1	3
ofav41523	3	0	2	3	6	7
ofav41531	23	3	37	31	3	29
ofav41533	0	0	1	0	0	0
ofav41535	0	0	3	1	1	0
ofav41539	1	2	4	5	4	4
ofav41546	0	0	0	0	0	0
ofav4155	0	0	0	0	0	0
ofav41550	7	1	11	6	1	5
ofav41552	5	0	13	9	0	12
ofav41554	0	0	0	0	0	0
ofav41560	4	2	19	23	2	20
ofav41566	0	0	1	0	0	1
ofav41570	1	0	2	1	0	0
ofav41572	0	0	1	0	1	0
ofav41573	1	0	9	11	4	22
ofav41575	0	0	3	1	4	1
ofav41579	0	1	2	0	0	3
ofav41582	9	0	8	24	11	20
ofav41583	6	0	15	17	6	8
ofav41585	9	2	20	20	6	7
ofav41586	1	0	6	9	4	10
ofav41588	0	0	1	0	0	0
ofav41591	0	0	0	0	0	0
ofav41599	1	1	2	1	0	7
ofav4160	0	0	0	0	0	0
ofav41608	0	0	0	0	0	0
ofav41609	0	0	2	0	2	1
ofav41612	1	0	1	6	0	5
ofav41614	2	2	13	20	3	22
ofav41615	0	0	3	0	0	0
ofav41618	3	0	1	8	2	9
ofav41619	6	4	7	9	4	8
ofav41626	6	0	1	2	3	8
ofav41627	3	0	11	10	9	13
ofav41632	0	0	4	1	0	1
ofav41634	0	1	1	0	0	0
ofav41636	10	11	1	1	3	3
ofav41637	0	0	1	0	0	1
ofav41642	3	7	20	11	1	14
ofav41643	2	0	4	3	0	1
ofav41644	35	24	20	26	14	11
ofav41646	0	0	0	0	0	0
ofav41648	8	3	14	9	7	12
ofav41652	2	4	10	11	4	22
ofav41658	0	0	6	2	0	12
ofav41660	0	0	4	4	4	4
ofav41664	0	0	2	0	0	1
ofav41666	1	14	14	17	10	43
ofav41671	0	0	0	0	0	0
ofav41672	0	0	0	0	0	1
ofav41673	0	0	1	0	0	0
ofav41675	2	5	3	10	0	12
ofav41676	0	0	1	0	0	0
ofav41677	0	0	1	0	0	1
ofav4168	0	1	2	0	0	0
ofav41680	4	4	8	2	0	6
ofav41682	11	13	17	16	7	16
ofav41689	0	1	12	3	1	2
ofav41691	19	5	33	10	1	12
ofav41692	0	0	0	0	0	0
ofav41696	0	0	4	4	0	4
ofav41700	1	3	6	2	0	4
ofav41702	3	3	0	4	0	2
ofav41703	5	7	13	22	21	26
ofav41704	0	0	5	4	0	4
ofav41705	12	1	4	10	3	14
ofav41706	0	0	4	1	2	6
ofav41707	0	0	0	0	0	1
ofav41709	79	35	333	430	147	382
ofav41711	1	1	7	2	0	4
ofav41714	6	1	15	11	9	12
ofav41715	0	0	2	0	0	0
ofav41716	1	0	7	1	2	7
ofav41719	2	0	9	5	0	12
ofav41720	0	0	3	5	3	6
ofav41721	0	0	0	1	0	0
ofav41722	0	0	2	5	1	7
ofav41723	1	8	18	17	2	17
ofav41727	143	159	250	378	191	493
ofav41728	0	3	5	3	2	4
ofav41730	0	0	0	0	0	0
ofav41732	2	1	17	22	1	8
ofav41733	0	0	1	0	0	0
ofav41734	0	0	2	1	0	1
ofav41735	0	0	0	0	0	0
ofav41736	1	0	13	2	5	5
ofav41737	0	0	0	0	0	0
ofav41739	0	3	0	0	0	0
ofav41741	0	0	1	0	0	0
ofav41742	1	1	7	20	1	8
ofav41745	0	0	0	0	0	1
ofav41746	4	0	18	16	11	21
ofav41748	0	0	2	0	0	0
ofav41749	0	0	0	0	0	0
ofav41750	0	0	11	5	5	9
ofav41751	0	0	0	1	0	0
ofav41753	17	2	43	35	16	56
ofav41756	0	0	3	1	0	3
ofav41757	0	0	0	0	0	1
ofav41758	0	0	0	1	0	0
ofav41759	4	0	5	4	1	3
ofav41760	0	0	0	1	0	0
ofav41765	0	0	5	6	0	3
ofav41766	4	0	0	2	1	1
ofav41767	0	0	1	0	0	0
ofav41771	18	19	20	21	3	24
ofav41772	0	0	0	0	0	0
ofav41774	4	7	12	17	8	7
ofav41775	0	0	10	7	4	8
ofav41776	0	1	2	0	1	2
ofav41777	0	0	0	2	0	1
ofav41778	2	2	6	2	4	7
ofav41787	0	0	0	0	0	2
ofav41788	0	0	0	1	0	0
ofav41797	0	1	5	6	4	2
ofav41798	0	1	2	1	1	5
ofav41803	0	0	7	10	1	7
ofav41804	0	0	0	0	0	0
ofav41806	0	1	1	0	0	0
ofav41807	1	1	8	6	0	2
ofav41808	0	1	5	6	1	6
ofav41811	18	8	14	31	10	29
ofav41813	0	0	1	0	0	1
ofav41814	0	0	10	4	4	11
ofav41817	3	1	7	4	0	7
ofav41818	9	2	2	8	2	14
ofav41821	1	2	2	1	3	2
ofav41823	1	0	1	1	1	0
ofav41825	99	11	66	77	17	48
ofav41826	3	0	10	3	0	8
ofav41830	4	0	2	3	2	5
ofav41833	3	1	7	0	1	2
ofav41834	20	5	7	3	0	4
ofav41836	12	6	26	22	2	24
ofav41846	1	0	2	4	2	0
ofav41848	4	1	2	0	3	3
ofav41849	0	0	1	0	0	0
ofav41851	0	0	0	0	0	0
ofav41852	1	0	11	11	6	11
ofav41856	0	0	2	3	0	0
ofav41859	9	4	51	58	32	95
ofav41863	7	7	6	4	0	4
ofav41864	1	2	22	9	3	21
ofav41865	4	0	22	17	16	10
ofav41866	0	0	0	0	0	0
ofav4187	1	0	4	1	1	1
ofav41872	1	3	17	39	7	46
ofav41882	0	1	3	2	1	2
ofav41884	8	3	1	2	5	3
ofav41886	9	14	24	24	11	40
ofav41887	1	0	5	12	2	16
ofav41888	0	0	1	1	0	1
ofav41889	9	0	16	12	15	25
ofav41890	0	0	2	3	0	0
ofav41892	0	1	0	1	0	1
ofav41893	5	0	9	6	0	3
ofav41896	0	0	0	0	0	0
ofav41899	0	4	1	0	0	1
ofav41902	0	1	7	11	2	7
ofav41903	0	0	0	0	0	1
ofav41905	0	0	3	3	2	6
ofav41906	3	0	4	3	0	5
ofav41908	0	0	0	0	0	0
ofav41910	0	0	2	1	0	0
ofav41912	1	10	0	2	6	0
ofav41913	8	0	3	8	2	4
ofav41917	45	10	72	50	22	48
ofav41918	0	0	1	1	0	0
ofav41920	2	0	1	0	1	0
ofav41922	1	1	10	7	3	8
ofav41923	5	2	10	10	1	10
ofav41926	0	0	0	0	0	0
ofav41927	3	0	4	2	1	0
ofav41928	0	0	0	2	0	0
ofav41933	2	6	2	3	3	0
ofav41935	6	0	9	6	0	0
ofav41938	0	0	3	1	2	2
ofav41941	4	0	8	7	7	8
ofav41944	0	0	4	15	5	10
ofav41945	20	0	18	18	9	27
ofav41946	0	0	0	0	0	0
ofav41948	2	3	4	2	0	0
ofav41949	0	0	0	0	0	0
ofav41951	11	4	21	15	8	21
ofav41953	0	2	1	0	0	0
ofav41955	1	0	3	3	0	3
ofav41958	0	0	1	1	0	2
ofav41961	0	0	2	2	0	1
ofav41962	4	0	4	2	3	1
ofav41964	0	1	6	8	2	4
ofav41965	9	1	10	11	4	11
ofav41971	1	0	9	11	0	9
ofav41972	7	17	13	16	5	20
ofav41974	2	0	4	4	0	1
ofav41976	0	2	1	2	0	4
ofav41981	0	0	2	1	0	1
ofav41984	25	4	14	10	1	7
ofav41985	0	0	1	0	0	0
ofav41987	4	0	11	8	2	10
ofav41988	0	0	0	1	0	0
ofav41989	3	0	3	4	1	3
ofav41991	7	0	7	1	0	8
ofav41994	32	11	96	244	51	146
ofav41995	5	0	19	4	7	5
ofav41997	41	5	25	14	5	15
ofav41998	1	3	4	5	2	4
ofav42000	1	1	18	16	10	19
ofav42006	0	0	1	0	0	2
ofav42007	0	0	4	4	8	6
ofav42008	0	4	7	8	7	13
ofav42009	22	4	45	31	4	25
ofav42011	0	3	5	8	0	6
ofav42015	0	0	10	1	3	0
ofav42024	6	1	12	5	10	27
ofav42026	8	8	12	19	9	16
ofav42029	0	0	1	0	0	4
ofav42030	0	2	1	0	0	0
ofav42031	1	0	1	0	1	2
ofav42032	0	0	1	4	0	2
ofav42034	0	0	0	0	0	0
ofav42036	0	0	4	2	0	0
ofav42038	14	0	11	10	3	17
ofav42039	8	4	0	0	0	0
ofav42041	0	0	1	0	0	1
ofav42042	10	18	9	21	6	6
ofav42046	1	7	4	13	6	7
ofav42052	0	0	0	0	0	2
ofav42055	0	0	1	1	0	0
ofav42058	0	0	9	12	8	11
ofav42059	2	2	8	11	4	15
ofav42060	18	4	9	13	2	10
ofav42062	4	0	1	0	1	3
ofav42068	9	1	7	3	2	8
ofav42069	0	0	0	1	0	1
ofav42071	0	0	0	0	0	0
ofav42078	3	1	14	11	5	15
ofav42079	0	0	0	0	0	0
ofav42081	0	0	0	0	0	0
ofav42082	0	3	3	11	1	5
ofav42084	0	0	0	1	0	1
ofav42085	1	0	4	3	0	1
ofav42086	0	1	10	4	2	9
ofav42087	8	1	11	12	5	21
ofav42088	6	3	19	12	7	15
ofav42090	0	0	0	0	1	1
ofav42094	3	0	8	9	3	7
ofav42095	3	1	5	4	6	4
ofav4210	0	0	0	0	0	0
ofav42100	27	19	35	16	2	19
ofav42101	11	3	8	6	1	8
ofav42102	0	0	20	13	5	15
ofav42103	0	11	6	5	1	5
ofav42104	2	6	14	14	9	21
ofav42106	0	2	19	6	3	10
ofav42108	2	1	9	7	4	4
ofav42109	0	0	0	0	0	1
ofav42112	0	0	0	3	1	2
ofav42117	0	1	1	0	0	3
ofav42118	7	2	5	1	0	1
ofav42119	3	0	1	2	0	1
ofav42120	1	0	10	5	1	10
ofav42122	9	4	20	16	0	14
ofav42123	0	0	3	1	1	2
ofav42124	4	0	6	7	2	9
ofav42125	2	0	8	5	0	5
ofav42126	16	0	15	9	4	7
ofav42127	1	2	0	0	0	0
ofav42131	3	0	8	7	3	12
ofav42139	0	1	4	0	1	8
ofav42141	0	1	9	11	0	4
ofav42149	4	4	11	12	3	19
ofav42150	20	0	11	15	2	14
ofav42155	0	3	3	3	1	4
ofav42156	16	6	29	35	1	25
ofav42159	2	1	10	6	3	8
ofav42167	2	2	5	9	2	10
ofav4217	0	0	0	0	0	0
ofav42171	8	0	8	17	0	14
ofav42175	10	0	9	9	0	10
ofav42178	0	0	1	0	0	1
ofav42181	23	13	32	23	5	11
ofav42183	0	2	2	1	0	1
ofav42186	0	0	0	0	0	0
ofav42192	4	6	12	8	5	12
ofav422	0	0	0	0	0	0
ofav42201	0	0	0	3	0	2
ofav42203	6	1	5	15	3	7
ofav42206	1	0	9	8	3	6
ofav42208	0	0	0	0	0	0
ofav42209	2	3	6	4	1	7
ofav42210	5	1	2	0	0	2
ofav42211	4	0	6	11	0	7
ofav42213	2	3	6	6	5	7
ofav42214	0	0	0	0	1	0
ofav42217	1	0	19	10	2	8
ofav42219	28	6	11	23	5	14
ofav42220	0	0	0	0	0	0
ofav42223	0	0	5	3	1	8
ofav42225	8	1	11	15	0	4
ofav42230	1	0	9	1	2	2
ofav42233	9	2	8	9	0	12
ofav42236	2	0	9	11	0	8
ofav42237	0	2	0	1	0	4
ofav42238	0	0	1	1	0	1
ofav42239	1	0	0	1	1	4
ofav42241	0	0	2	9	6	4
ofav42242	0	0	2	0	0	0
ofav42247	5	1	3	2	3	3
ofav42252	4	1	4	6	7	5
ofav42254	0	0	8	11	6	11
ofav42255	8	0	0	2	0	1
ofav42258	2	1	3	2	1	6
ofav42263	5	1	3	2	3	4
ofav42264	7	0	4	0	1	0
ofav42270	4	10	27	39	11	36
ofav42274	2	0	0	0	1	3
ofav42275	0	0	0	1	0	0
ofav42277	0	0	3	4	1	1
ofav42278	9	4	10	19	6	24
ofav42280	0	0	1	1	3	1
ofav42283	0	0	0	0	0	0
ofav42285	0	1	6	1	1	3
ofav42288	1	0	2	3	0	2
ofav42290	0	3	9	7	2	10
ofav42291	0	0	2	0	0	1
ofav42292	4	2	14	13	4	16
ofav42294	0	0	1	2	0	2
ofav42296	2	0	0	2	0	4
ofav42299	4	2	11	16	0	9
ofav42301	0	0	1	4	3	5
ofav42302	0	1	1	0	1	0
ofav42304	14	0	18	3	4	6
ofav42305	39	15	12	9	2	4
ofav42307	2	5	4	7	0	4
ofav42308	45	0	9	13	1	6
ofav42309	0	0	1	1	0	2
ofav42315	0	2	0	0	1	2
ofav42319	0	0	3	0	0	1
ofav42322	0	0	0	1	0	1
ofav42323	0	0	0	0	0	0
ofav42325	1	1	0	0	1	3
ofav42327	5	4	4	4	2	1
ofav42328	0	0	0	0	0	3
ofav42329	1	0	1	0	0	1
ofav42334	0	1	5	5	0	10
ofav42335	3	2	9	13	3	7
ofav42337	5	8	16	25	11	46
ofav42339	0	0	1	7	1	2
ofav42340	58	36	83	99	34	52
ofav42341	1	1	8	15	0	14
ofav42344	0	0	0	0	0	0
ofav42345	0	2	3	0	3	8
ofav42347	19	1	4	7	0	8
ofav42348	1	0	1	3	4	4
ofav42351	0	0	0	1	0	0
ofav42352	18	7	68	35	12	47
ofav42354	1	0	0	0	0	1
ofav42355	1	0	10	10	4	17
ofav42356	3	1	8	6	1	8
ofav42364	0	1	0	0	0	1
ofav42371	4	2	6	6	2	5
ofav42372	6	1	4	11	1	10
ofav42374	0	0	0	3	0	1
ofav42376	12	1	10	18	4	24
ofav42377	0	0	14	7	1	16
ofav42380	0	0	0	0	0	0
ofav42381	1	1	2	5	2	4
ofav42383	1	1	0	0	0	2
ofav42384	6	7	7	5	1	13
ofav42386	1	13	2	3	2	3
ofav42387	1	0	4	0	0	2
ofav42389	0	0	0	0	0	0
ofav42390	0	1	8	9	1	10
ofav42391	25	8	22	45	15	32
ofav42392	8	0	4	3	2	7
ofav42394	80	8	40	25	14	30
ofav42399	0	0	0	0	0	0
ofav42402	1	7	4	3	0	1
ofav42404	0	0	4	3	0	5
ofav42405	0	0	2	1	0	1
ofav42406	0	0	20	13	1	14
ofav42410	1	0	0	0	1	1
ofav42414	8	3	6	9	7	5
ofav42415	0	1	2	0	0	6
ofav42417	0	0	0	2	0	0
ofav42420	5	0	4	9	5	4
ofav42427	0	0	0	0	0	1
ofav42428	0	1	3	5	4	7
ofav42429	10	2	10	3	0	4
ofav42431	0	0	0	0	0	0
ofav42432	0	1	15	7	0	8
ofav42434	0	0	0	0	0	0
ofav42436	0	1	17	8	13	44
ofav42438	4	3	22	13	0	17
ofav42439	24	11	28	20	14	20
ofav42441	0	0	1	0	1	0
ofav42447	5	2	16	14	5	22
ofav42448	29	3	53	38	16	47
ofav42449	2	0	1	3	0	2
ofav42457	0	0	10	13	4	11
ofav42461	0	3	5	1	0	3
ofav42463	0	0	0	3	0	4
ofav42465	9	0	12	29	9	18
ofav42467	0	0	2	2	0	4
ofav42469	8	2	16	13	7	15
ofav42473	54	22	51	42	20	66
ofav42474	0	0	3	1	0	0
ofav42475	9	3	49	19	9	28
ofav42476	2	0	3	4	0	4
ofav42477	0	0	2	1	0	1
ofav42478	3	0	15	16	4	13
ofav42480	1	0	0	0	0	0
ofav42484	10	0	18	16	4	11
ofav42486	0	0	1	0	0	0
ofav42490	0	0	0	0	0	0
ofav42491	8	5	5	25	7	9
ofav42497	0	2	3	1	0	2
ofav42499	43	55	114	116	76	113
ofav42500	2	1	6	8	3	8
ofav42501	1	1	3	4	0	1
ofav42502	0	2	2	7	4	6
ofav42508	2	13	5	5	0	3
ofav42509	0	0	3	1	4	2
ofav42513	8	9	25	23	2	21
ofav42514	1	2	10	3	1	11
ofav42517	32	3	12	23	12	42
ofav42518	4	0	2	5	0	3
ofav42521	1	0	9	12	1	5
ofav42522	0	1	6	12	7	8
ofav42524	0	2	9	10	2	12
ofav42526	3	3	11	10	3	8
ofav42530	2	3	3	11	3	6
ofav42534	0	6	5	2	0	8
ofav42536	0	0	2	1	0	0
ofav42538	2	0	1	1	1	8
ofav42544	0	0	0	1	0	2
ofav42550	9	1	5	9	0	8
ofav42551	4	0	1	1	0	0
ofav42554	0	0	2	0	0	1
ofav42556	17	8	11	18	6	16
ofav42560	13	7	10	21	7	17
ofav42561	0	1	6	8	2	0
ofav42562	2	2	1	1	6	5
ofav42564	0	1	9	11	2	21
ofav42567	0	2	1	1	0	4
ofav42570	0	0	0	0	0	2
ofav42571	0	0	0	0	0	0
ofav42574	0	0	0	1	0	1
ofav42575	9	18	75	89	11	58
ofav42577	0	0	4	1	0	2
ofav42579	2	1	8	4	3	3
ofav42581	2	1	5	2	0	3
ofav42587	2	0	2	2	0	1
ofav42588	0	0	1	1	0	0
ofav42590	0	1	7	4	2	7
ofav42592	5	2	12	16	13	18
ofav42594	0	0	0	1	1	0
ofav42598	4	0	5	1	0	2
ofav4260	0	0	0	1	0	2
ofav42601	1	1	3	1	1	6
ofav42602	71	8	83	77	38	78
ofav42606	140	16	50	51	9	42
ofav42608	4	0	3	5	4	4
ofav42609	0	0	3	7	2	7
ofav42610	1	0	2	8	3	3
ofav42611	0	0	1	0	0	0
ofav42612	9	5	10	12	2	14
ofav42613	3	3	8	10	5	12
ofav42614	2	1	1	0	3	3
ofav42615	0	0	12	10	3	12
ofav42619	0	0	0	0	0	2
ofav42621	6	16	29	22	13	22
ofav42623	0	0	3	1	0	2
ofav42629	10	4	9	25	3	20
ofav42632	0	7	1	1	0	4
ofav42633	1	0	2	0	0	0
ofav42634	13	0	4	6	0	3
ofav42636	50	10	93	38	16	35
ofav42638	0	0	0	0	0	1
ofav42639	0	0	12	15	2	13
ofav42644	3	0	4	13	4	16
ofav42645	9	0	5	5	1	5
ofav42646	2	4	5	3	3	6
ofav42647	14	8	25	36	12	33
ofav42648	0	1	6	1	3	29
ofav42651	69	8	68	131	36	89
ofav42653	0	0	0	0	0	0
ofav42660	0	0	3	0	0	1
ofav42662	0	1	2	3	0	1
ofav42666	0	1	3	2	0	2
ofav42668	1	0	0	0	0	0
ofav42669	0	1	3	2	0	0
ofav42672	6	1	0	2	0	1
ofav42674	37	7	18	44	8	14
ofav42676	5	0	29	15	8	22
ofav42680	7	4	12	6	3	6
ofav42686	0	0	1	1	0	0
ofav42696	0	3	7	8	6	4
ofav42698	0	6	13	6	4	20
ofav42699	4	9	12	5	1	10
ofav42704	0	0	2	1	0	3
ofav42707	7	2	11	23	6	24
ofav42708	0	0	1	2	1	3
ofav42709	0	0	2	3	0	6
ofav42713	3	2	5	6	0	9
ofav42714	16	3	14	17	4	14
ofav42719	13	1	2	4	0	9
ofav42721	0	0	1	0	0	1
ofav42726	0	1	4	1	3	7
ofav42728	0	9	1	4	0	5
ofav42731	1	7	16	19	12	11
ofav42732	0	3	1	0	0	3
ofav42734	6	1	15	11	1	11
ofav42735	0	0	6	2	0	0
ofav42738	11	4	7	8	4	4
ofav42741	0	2	2	13	2	4
ofav42742	2	0	0	0	6	1
ofav42745	3	0	1	1	0	2
ofav42749	6	1	13	4	1	9
ofav42751	0	0	0	0	0	0
ofav42752	0	0	0	0	0	1
ofav42753	1	1	5	6	6	12
ofav42756	3	0	1	0	0	1
ofav42757	6	2	12	13	7	36
ofav42762	0	0	0	0	0	0
ofav42763	2	0	8	7	0	7
ofav42764	0	1	1	3	0	0
ofav42765	0	1	2	1	0	0
ofav42766	0	0	1	1	0	0
ofav42768	17	4	15	22	2	17
ofav42771	0	0	1	0	0	0
ofav42776	0	0	11	3	5	6
ofav42779	0	0	1	4	0	4
ofav42780	3	6	4	7	2	4
ofav42783	0	0	0	0	0	0
ofav42784	21	54	105	140	61	170
ofav42785	12	3	38	38	12	58
ofav42787	8	3	16	3	0	17
ofav42789	0	0	0	0	0	0
ofav42798	13	4	11	15	8	13
ofav42800	3	0	1	3	2	0
ofav42801	0	4	9	6	0	4
ofav42804	0	0	13	7	8	13
ofav42806	1	0	6	5	0	3
ofav42807	0	0	3	0	0	0
ofav42809	3	3	8	9	6	6
ofav42811	1	4	2	2	0	0
ofav42812	0	0	1	0	0	0
ofav42813	9	0	13	31	9	22
ofav42815	6	1	1	1	0	1
ofav42816	6	4	14	10	3	7
ofav42817	9	0	8	8	0	4
ofav42818	0	1	4	2	8	5
ofav42819	21	11	62	59	10	52
ofav42821	0	25	5	2	13	14
ofav42824	38	2	28	61	15	36
ofav42826	9	1	12	11	2	9
ofav42827	12	1	9	12	2	15
ofav4283	0	0	0	0	0	0
ofav42830	16	9	20	10	2	16
ofav42832	0	0	7	5	0	6
ofav42834	2	0	7	7	6	5
ofav42838	0	0	0	0	3	6
ofav42840	9	1	6	10	2	7
ofav42841	0	1	15	8	2	16
ofav42842	3	1	4	15	2	8
ofav42843	0	0	1	0	0	1
ofav42845	13	10	17	23	10	28
ofav42846	0	0	0	0	0	0
ofav42848	1	0	1	1	2	1
ofav42849	0	0	5	3	0	1
ofav42850	22	12	12	27	2	11
ofav42855	0	0	0	0	0	1
ofav42857	12	1	10	10	7	18
ofav42859	19	10	14	18	5	25
ofav42860	0	1	0	0	0	2
ofav42862	8	1	12	4	1	6
ofav42867	21	1	14	18	8	11
ofav42868	36	7	48	28	5	27
ofav42872	49	7	34	27	2	19
ofav42876	0	0	2	4	1	7
ofav42878	6	0	6	4	3	8
ofav42879	0	0	0	0	0	0
ofav42880	1	7	14	4	9	14
ofav42881	0	0	1	0	0	0
ofav42882	0	0	5	5	3	12
ofav42883	6	0	12	7	8	13
ofav42884	1	0	4	1	0	2
ofav42887	1	0	3	4	0	3
ofav42888	0	2	8	0	1	17
ofav42889	2	0	2	0	1	3
ofav42890	0	0	1	3	0	0
ofav42891	8	0	4	6	2	6
ofav42892	0	0	0	1	1	0
ofav42894	8	1	6	3	3	6
ofav42895	0	0	0	0	0	0
ofav42896	0	0	0	0	0	0
ofav42897	12	1	13	10	0	15
ofav42912	0	0	2	1	1	0
ofav42914	5	0	5	3	0	1
ofav42917	5	0	0	0	0	0
ofav42919	12	13	2	6	4	12
ofav42921	7	19	18	11	11	17
ofav42922	3	0	11	28	6	27
ofav42923	2	2	5	4	5	5
ofav42924	0	0	0	0	0	0
ofav42928	1	5	11	16	6	18
ofav42929	0	0	13	9	2	10
ofav42934	12	7	11	32	9	30
ofav42935	10	4	3	7	5	4
ofav42936	0	0	16	16	9	15
ofav42937	0	2	0	5	2	4
ofav42938	6	0	1	8	0	12
ofav4294	0	0	0	0	0	1
ofav42940	85	4	83	59	14	46
ofav42944	0	0	0	0	0	0
ofav42949	9	2	50	20	8	36
ofav42950	0	2	9	8	2	11
ofav42952	3	0	7	3	5	8
ofav42953	37	20	58	54	11	65
ofav42954	1	4	1	1	0	1
ofav42964	0	3	1	1	0	2
ofav42966	1	2	7	3	2	3
ofav42972	0	0	1	0	0	1
ofav42975	0	0	2	1	0	0
ofav42977	0	1	1	1	0	4
ofav42978	5	2	26	28	2	9
ofav42982	1	0	3	2	1	1
ofav42983	7	2	7	11	1	4
ofav42993	0	3	0	0	0	0
ofav42995	12	15	57	48	10	40
ofav42997	0	2	1	0	0	1
ofav42998	7	0	2	3	0	1
ofav42999	15	10	28	44	17	33
ofav43001	4	0	3	4	3	4
ofav43003	13	1	11	4	4	16
ofav43005	8	13	18	10	3	12
ofav43006	43	19	72	143	35	83
ofav43009	0	0	3	2	1	11
ofav43016	2	2	11	12	1	6
ofav43019	0	7	0	0	0	1
ofav43020	0	0	0	0	0	1
ofav43023	5	1	20	27	5	28
ofav43024	0	0	2	0	0	3
ofav43029	3	1	13	6	8	4
ofav43030	29	3	33	19	9	24
ofav43031	0	0	1	0	0	1
ofav43035	0	0	0	0	0	1
ofav43038	2	1	0	5	0	3
ofav43039	16	3	21	10	5	16
ofav43040	0	9	7	6	2	2
ofav43041	17	2	6	0	2	2
ofav43042	1	3	2	3	1	3
ofav43045	0	0	1	1	0	0
ofav43047	1	1	3	1	2	2
ofav43048	1	8	3	4	1	4
ofav43050	0	0	11	6	3	11
ofav43051	3	17	12	6	5	19
ofav43053	2	0	5	3	3	4
ofav43054	0	1	3	2	1	4
ofav43056	0	9	0	0	0	0
ofav43058	0	1	4	8	5	11
ofav43059	28	8	20	29	22	19
ofav43060	2	8	10	4	3	12
ofav43061	10	9	19	49	7	14
ofav43063	2	0	3	2	0	2
ofav43065	0	5	1	11	1	8
ofav43067	4	0	2	0	0	0
ofav43068	0	0	6	0	0	0
ofav43070	2	0	3	1	1	3
ofav43071	3	15	16	36	3	43
ofav43072	2	0	3	3	0	9
ofav43075	0	0	3	0	0	0
ofav43078	19	5	25	14	7	18
ofav4308	0	0	0	0	0	0
ofav43083	21	12	87	87	18	58
ofav43084	0	0	0	0	0	0
ofav43086	14	19	23	18	4	25
ofav43087	4	1	4	3	0	0
ofav43090	53	8	14	20	12	12
ofav43104	0	5	5	2	1	10
ofav43105	0	3	3	4	0	3
ofav43106	1	0	2	4	0	2
ofav43107	0	0	0	0	1	1
ofav43109	0	0	1	0	0	0
ofav4311	0	0	0	0	0	0
ofav43111	2	1	1	3	1	6
ofav43112	4	0	7	8	4	4
ofav43114	0	0	2	2	0	0
ofav43118	6	1	80	57	22	96
ofav43120	10	0	8	8	1	9
ofav43122	0	0	1	0	0	0
ofav43123	0	0	5	0	0	5
ofav43124	0	1	0	1	0	1
ofav43125	0	0	7	2	0	3
ofav43126	3	4	14	27	5	18
ofav43127	1	0	8	9	9	9
ofav43129	30	2	5	16	5	4
ofav43132	0	2	0	0	0	0
ofav43133	4	5	21	6	0	8
ofav43134	27	6	89	95	31	79
ofav43135	1	0	1	3	2	3
ofav43136	0	0	4	9	4	1
ofav43137	2	4	8	10	1	9
