	BR-A-fav_uptake_S1_L007_R1_001.fastq.trim.sam.counts	BR-B-fav_uptake_S2_L007_R1_001.fastq.trim.sam.counts	BR-C-fav_uptake_S3_L007_R1_001.fastq.trim.sam.counts	BR-D-fav_uptake_S4_L007_R1_001.fastq.trim.sam.counts	CR-A-fav_uptake_S5_L007_R1_001.fastq.trim.sam.counts	CR-B-fav_uptake_S6_L007_R1_001.fastq.trim.sam.counts	CR-C-fav_uptake_S7_L007_R1_001.fastq.trim.sam.counts	DR-A-fav_uptake_S8_L007_R1_001.fastq.trim.sam.counts	DR-B-fav_uptake_S9_L007_R1_001.fastq.trim.sam.counts	DR-C-fav_uptake_S10_L007_R1_001.fastq.trim.sam.counts	DR-D-fav_uptake_S11_L007_R1_001.fastq.trim.sam.counts	
ofav40759	0	0	40	0	0	0	0	12	0	2	0	
ofav40760	7	4	184	0	0	0	0	282	0	3	583	
ofav40761	36	1	346	0	0	2	0	199	2	4	252	
ofav40766	1	0	16	0	0	0	0	8	0	0	29	
ofav40769	0	0	4	0	0	0	0	5	0	0	13	
ofav40770	0	1	15	0	0	0	0	6	0	0	20	
ofav40773	0	0	3	0	0	0	0	4	0	0	2	
ofav40774	0	0	2	0	0	0	0	0	0	0	0	
ofav40775	0	0	12	0	0	0	0	22	0	0	17	
ofav40776	0	1	50	0	0	0	0	90	0	2	130	
ofav40777	1	0	11	0	0	0	0	21	0	0	27	
ofav40778	26	0	259	1	0	0	0	251	4	10	320	
ofav40781	54	1	899	0	1	1	0	630	4	16	763	
ofav40785	1	0	9	0	0	0	0	17	0	1	21	
ofav40787	1	0	30	0	0	0	0	19	0	0	18	
ofav40788	1	0	18	0	0	0	0	1	0	0	61	
ofav40789	55	18	664	2	1	2	0	955	5	27	1280	
ofav40790	1	11	103	0	0	0	0	243	0	1	132	
ofav40796	10	0	12	0	0	0	0	7	0	0	7	
ofav40799	0	0	6	0	0	0	0	8	0	0	11	
ofav40805	3	9	176	0	1	0	0	214	0	8	296	
ofav40806	0	0	1	0	0	0	0	4	0	2	4	
ofav40807	0	0	18	0	0	0	0	9	0	1	19	
ofav40811	6	0	45	0	0	0	0	49	0	0	67	
ofav40816	5	0	61	0	0	0	0	39	0	3	35	
ofav40818	3	0	9	0	0	0	0	1	0	0	12	
ofav40820	0	0	55	0	0	0	0	18	0	3	22	
ofav40821	0	0	6	0	0	0	0	2	0	0	1	
ofav40822	1	0	77	0	0	0	0	47	0	1	74	
ofav40823	0	0	7	0	0	0	0	13	0	0	31	
ofav40824	2	0	141	0	0	0	0	238	0	10	432	
ofav40825	1	1	47	0	0	0	0	85	0	0	56	
ofav40826	2	0	76	1	0	0	0	76	0	2	121	
ofav40829	0	0	4	0	0	0	0	4	0	0	7	
ofav40830	1	2	123	0	0	0	0	203	0	1	366	
ofav40831	6	1	29	0	0	0	0	58	0	0	82	
ofav40836	1	0	10	0	0	0	0	5	0	0	9	
ofav40837	0	0	23	0	0	0	0	11	0	0	11	
ofav40838	2	2	37	0	0	1	0	72	0	4	80	
ofav40839	0	0	3	0	0	0	0	0	0	3	3	
ofav40842	40	12	269	0	0	0	0	353	0	13	225	
ofav40843	24	4	266	2	0	0	1	415	0	8	504	
ofav40847	1	3	64	0	0	0	0	53	0	1	87	
ofav40848	0	1	64	0	0	0	0	65	0	2	73	
ofav40849	0	0	17	0	0	0	0	12	0	0	21	
ofav40850	0	0	34	0	0	0	0	21	0	0	29	
ofav40851	3	3	203	0	0	0	0	151	0	5	234	
ofav40859	13	0	192	1	0	0	0	294	0	18	250	
ofav40861	5	0	36	0	0	0	0	58	0	2	62	
ofav40862	0	0	5	0	0	0	0	5	0	1	2	
ofav40864	0	5	15	0	0	0	0	34	0	0	48	
ofav40876	0	0	55	0	0	0	0	117	0	1	137	
ofav40878	1	0	28	0	0	0	0	7	0	1	28	
ofav40879	0	0	4	0	0	0	0	0	0	0	6	
ofav40881	10	0	60	0	0	0	0	78	0	0	69	
ofav40882	0	0	9	0	0	0	0	7	0	0	19	
ofav40885	0	0	0	0	0	0	0	0	0	0	6	
ofav40887	0	0	19	0	0	0	0	9	0	0	28	
ofav40889	4	0	31	0	0	0	0	22	1	0	43	
ofav40890	0	1	5	0	0	0	0	2	0	0	6	
ofav40893	0	0	78	0	0	0	0	60	0	5	138	
ofav40894	8	2	87	0	0	0	0	99	0	2	102	
ofav40899	1	1	61	0	0	0	0	39	0	0	83	
ofav40903	0	0	8	0	0	0	0	17	0	0	6	
ofav40904	0	0	26	0	0	0	0	13	0	3	17	
ofav40905	1	8	142	0	0	0	0	141	0	2	123	
ofav40906	1	0	30	0	0	0	0	35	0	1	94	
ofav40910	20	9	1169	3	1	2	0	1431	1	44	2455	
ofav40911	0	4	51	0	0	0	0	45	0	1	46	
ofav40912	0	2	32	0	0	0	0	35	0	3	73	
ofav40914	13	23	484	0	0	0	0	387	2	24	647	
ofav40915	0	1	24	0	0	0	0	22	0	2	10	
ofav40917	0	0	1	0	0	0	0	0	0	0	1	
ofav40918	0	0	35	0	0	0	0	44	0	0	53	
ofav40919	16	57	893	0	1	0	1	1732	3	63	1831	
ofav40921	13	0	275	1	0	1	0	447	0	14	205	
ofav40925	1	4	25	0	0	0	0	25	0	2	23	
ofav40927	0	0	13	0	0	0	0	8	0	0	19	
ofav40932	3	1	66	0	0	0	0	91	0	1	85	
ofav40934	34	3	270	0	0	0	0	264	0	7	246	
ofav40935	117	8	375	0	0	0	0	671	1	15	275	
ofav40936	0	0	41	0	0	0	0	29	0	0	39	
ofav40938	0	1	10	0	0	0	0	3	0	0	11	
ofav40939	4	3	68	0	0	0	0	116	0	4	195	
ofav40941	7	1	160	1	0	0	0	164	0	7	85	
ofav40944	1	0	21	0	0	0	0	12	0	2	13	
ofav40946	0	0	7	0	0	0	0	7	0	0	6	
ofav40948	0	0	11	0	0	0	0	14	0	0	32	
ofav40949	0	3	64	0	0	0	0	111	0	3	138	
ofav40956	5	5	36	0	0	0	0	57	0	1	36	
ofav40959	8	1	91	0	0	0	0	124	0	1	122	
ofav40962	15	1	194	0	0	0	0	68	0	1	101	
ofav40963	3	0	15	0	0	0	0	23	0	1	32	
ofav40964	1	0	1	0	0	0	0	0	0	0	3	
ofav40965	0	0	11	0	0	0	0	5	0	0	10	
ofav40966	23	28	248	0	0	1	0	428	1	14	271	
ofav40967	5	11	162	0	0	0	0	199	2	6	184	
ofav40970	0	0	8	0	0	0	0	1	0	0	3	
ofav40971	0	0	2	0	0	0	0	0	0	0	0	
ofav40974	0	0	1	0	0	0	0	2	0	0	4	
ofav40978	4	3	66	0	0	0	0	59	0	1	82	
ofav40979	1	1	77	0	0	0	0	85	0	1	125	
ofav40983	6	4	76	0	0	0	0	81	0	0	45	
ofav40985	0	0	27	0	0	0	0	18	0	0	19	
ofav40986	3	2	41	0	0	0	0	136	0	1	136	
ofav40992	0	1	20	0	0	0	0	20	0	0	22	
ofav40999	3	0	30	0	0	0	0	23	0	1	15	
ofav41000	3	0	74	0	0	0	0	32	0	0	48	
ofav41001	22	8	265	0	0	2	0	518	1	11	406	
ofav41002	3	1	36	0	0	0	0	27	0	0	28	
ofav41006	0	0	10	0	0	0	0	14	0	0	9	
ofav4101	0	0	5	0	0	0	0	0	0	0	0	
ofav41018	0	0	12	0	0	0	0	1	0	0	0	
ofav41020	3	5	45	0	0	0	0	95	0	0	103	
ofav41021	0	1	15	0	1	0	0	9	0	0	30	
ofav41024	0	0	20	0	0	0	0	14	0	2	34	
ofav41030	0	0	19	0	0	0	0	17	0	0	32	
ofav41034	0	0	16	0	0	0	0	21	0	0	30	
ofav41035	0	0	24	0	0	0	0	21	0	1	23	
ofav41036	0	0	4	0	0	0	0	0	0	0	2	
ofav41038	0	0	4	0	0	0	0	2	0	0	7	
ofav41040	0	0	1	0	0	0	0	0	0	0	3	
ofav41042	0	0	31	0	0	0	0	9	0	1	67	
ofav41044	23	6	150	0	0	0	0	206	0	4	221	
ofav41045	0	0	2	0	0	0	0	0	0	0	3	
ofav41047	6	4	93	0	0	0	0	40	0	5	44	
ofav41048	5	0	33	0	0	0	0	39	0	0	87	
ofav4105	0	0	3	0	0	0	0	5	0	0	3	
ofav41051	0	0	1	0	0	0	0	0	0	0	2	
ofav41054	1	0	2	0	0	0	0	3	0	0	2	
ofav41055	0	0	39	0	0	0	0	26	0	1	42	
ofav41056	0	2	35	0	0	0	0	16	0	3	15	
ofav41057	0	1	46	0	0	1	0	20	0	2	48	
ofav41058	6	0	98	0	0	0	0	118	0	2	188	
ofav41060	0	0	1	0	0	0	0	0	0	0	1	
ofav41064	0	0	2	0	0	0	0	0	0	0	2	
ofav41066	7	1	86	0	0	0	0	112	0	3	126	
ofav41067	0	2	39	0	0	0	0	38	0	1	80	
ofav41068	1	0	125	0	0	0	0	82	0	4	75	
ofav41073	0	0	0	0	0	0	0	2	0	0	0	
ofav41077	14	12	209	0	0	0	0	302	1	6	187	
ofav41078	0	1	118	0	0	0	0	86	0	2	78	
ofav41080	16	1	214	0	0	0	0	324	0	16	536	
ofav41084	0	0	1	0	0	0	0	0	0	0	1	
ofav41087	0	0	5	0	0	0	0	0	0	0	3	
ofav41088	0	1	28	0	0	0	0	20	0	0	26	
ofav41093	0	0	1	0	0	0	0	4	0	0	3	
ofav41095	1	3	17	0	0	0	0	25	0	0	17	
ofav41099	0	0	18	0	0	0	0	4	0	0	13	
ofav41100	2	1	36	0	0	1	0	35	0	0	30	
ofav41103	19	8	386	0	0	0	0	700	1	11	588	
ofav41107	0	1	21	0	0	0	0	11	0	0	18	
ofav41108	1	0	69	0	0	0	0	76	0	3	86	
ofav41109	0	2	9	0	0	0	0	14	0	1	14	
ofav41110	1	1	68	1	0	0	0	77	0	1	111	
ofav41120	1	0	45	0	0	0	0	33	0	2	41	
ofav41126	3	0	61	0	0	0	0	46	0	6	178	
ofav41127	19	3	153	0	1	0	0	126	0	1	164	
ofav41133	0	5	53	0	0	0	0	41	0	3	32	
ofav41142	5	3	66	0	0	1	0	85	1	1	64	
ofav41145	2	0	190	1	0	0	0	154	0	6	181	
ofav41148	1	0	51	0	0	0	0	44	0	0	76	
ofav41150	2	0	117	0	0	0	0	146	0	7	210	
ofav41152	0	0	14	0	0	0	0	14	0	0	31	
ofav41153	7	1	170	0	1	1	0	183	1	6	306	
ofav41158	4	0	99	0	0	0	0	118	0	2	134	
ofav41159	35	3	269	1	0	0	0	147	0	7	113	
ofav41160	7	0	40	0	0	0	0	40	0	3	61	
ofav41165	6	1	169	1	0	0	0	152	0	3	247	
ofav41172	0	0	18	0	0	0	0	15	0	0	23	
ofav41173	0	0	55	0	0	0	0	55	0	1	33	
ofav41176	1	1	38	0	0	0	0	62	0	0	38	
ofav4118	0	0	6	0	0	0	0	3	0	0	1	
ofav41180	4	0	83	0	0	0	0	119	0	3	87	
ofav41181	4	6	26	0	0	0	0	59	0	1	60	
ofav41182	0	0	2	0	0	0	0	4	0	0	1	
ofav41184	0	1	95	0	0	0	0	151	0	8	233	
ofav41185	0	2	5	0	0	0	0	6	0	0	3	
ofav41186	0	0	19	0	0	0	0	9	0	0	29	
ofav41187	0	4	22	0	0	0	0	18	0	0	32	
ofav41189	0	0	10	0	0	0	0	14	0	0	18	
ofav41191	0	6	10	0	0	0	0	7	0	0	41	
ofav41192	0	0	8	0	0	0	0	7	0	0	7	
ofav41193	0	0	0	0	0	0	0	1	0	1	62	
ofav41195	2	0	102	0	0	0	0	87	1	2	110	
ofav41198	6	56	241	0	1	1	0	256	0	29	180	
ofav41199	0	0	6	0	0	0	0	0	0	0	5	
ofav41200	5	2	280	1	0	0	0	291	0	2	194	
ofav41201	4	0	67	0	0	0	0	99	1	5	54	
ofav41202	9	0	73	0	0	1	0	59	0	0	64	
ofav41203	89	35	372	0	0	0	0	526	2	11	396	
ofav41204	1	0	59	0	0	0	0	21	0	3	32	
ofav41206	0	3	8	0	0	0	0	20	0	0	19	
ofav41208	0	1	76	0	0	0	0	47	0	8	55	
ofav41209	0	1	23	0	0	0	0	19	0	0	28	
ofav41212	0	1	30	0	0	0	0	25	0	0	57	
ofav41217	6	0	13	0	0	0	0	27	0	1	19	
ofav41221	0	0	9	0	0	0	0	2	0	1	9	
ofav41223	0	0	2	0	0	0	0	5	0	3	9	
ofav41224	49	17	338	0	1	0	1	575	2	11	334	
ofav41225	2	0	105	1	0	0	0	77	0	6	114	
ofav41226	2	15	93	0	0	0	0	86	0	7	125	
ofav41230	0	0	39	0	0	0	0	57	0	0	23	
ofav41233	1	2	92	1	0	0	0	127	0	11	203	
ofav41237	0	0	36	0	0	0	0	39	0	0	84	
ofav41238	1	2	29	0	0	0	0	49	0	0	43	
ofav4124	0	0	2	0	0	0	0	1	0	0	0	
ofav41240	0	0	11	0	0	0	0	4	0	0	7	
ofav41242	0	0	18	0	0	0	0	9	0	4	17	
ofav41243	0	0	12	0	0	0	0	23	0	0	10	
ofav41249	0	0	28	0	0	0	0	36	0	0	44	
ofav41251	9	7	64	0	0	0	0	95	0	3	61	
ofav41254	0	0	4	0	0	0	0	4	0	0	5	
ofav41255	1	0	80	0	0	0	0	79	1	7	234	
ofav41256	4	1	101	0	2	0	0	187	0	12	333	
ofav41259	0	2	10	0	0	0	0	13	0	0	12	
ofav41260	3	0	36	0	0	0	0	33	0	2	80	
ofav41262	23	11	386	1	0	2	0	615	3	19	686	
ofav41264	3	4	150	0	0	0	0	144	0	5	232	
ofav41265	0	1	24	0	0	0	0	18	0	2	26	
ofav41270	13	0	27	0	0	0	0	28	0	2	26	
ofav41276	25	3	254	0	0	0	0	447	0	8	400	
ofav41277	22	4	296	0	0	2	0	312	0	6	289	
ofav41278	0	0	0	0	0	0	0	0	0	0	3	
ofav41283	6	0	96	0	0	1	0	74	0	2	81	
ofav41284	62	6	119	0	1	0	0	232	0	4	141	
ofav41285	1	1	18	0	0	0	0	19	0	1	30	
ofav41287	0	0	28	0	0	0	0	24	0	2	88	
ofav41288	1	8	85	0	0	0	0	97	0	8	83	
ofav4129	0	0	12	0	0	0	0	35	0	0	46	
ofav41291	3	1	56	1	0	0	0	93	0	2	113	
ofav41293	0	0	3	0	0	0	0	2	0	0	2	
ofav41295	4	4	90	0	0	0	0	143	0	9	209	
ofav41296	1	0	38	0	0	0	0	40	0	0	35	
ofav41299	2	0	13	0	0	0	0	9	0	1	13	
ofav41301	1	0	78	0	0	0	0	59	0	0	76	
ofav41305	0	0	3	0	0	0	0	0	0	0	0	
ofav41306	1	0	11	0	0	0	0	18	0	0	22	
ofav41309	4	0	224	0	2	0	0	226	0	1	199	
ofav41317	0	0	20	0	0	0	0	17	0	0	19	
ofav41323	7	0	13	0	0	0	0	13	0	0	9	
ofav41325	0	1	20	0	0	0	0	24	0	3	34	
ofav41330	0	0	1	0	0	0	0	1	0	0	3	
ofav41331	0	0	2	0	0	0	0	1	0	0	1	
ofav41336	0	0	30	0	0	0	0	21	0	0	28	
ofav41338	16	1	310	0	0	0	0	196	2	6	247	
ofav41342	0	0	21	0	0	0	0	96	0	0	54	
ofav41345	8	7	83	0	0	0	0	107	0	7	77	
ofav41347	6	3	72	0	0	0	0	109	0	4	98	
ofav41356	0	1	186	0	0	0	0	256	1	5	417	
ofav41359	3	6	36	0	0	0	0	24	0	0	49	
ofav41366	7	7	85	0	0	0	0	34	0	2	136	
ofav41368	0	1	8	0	0	0	0	12	0	0	12	
ofav41374	2	7	150	1	0	0	0	332	2	9	337	
ofav41375	0	0	25	0	0	0	0	19	0	0	60	
ofav41378	9	2	31	0	0	0	0	23	0	0	26	
ofav41379	19	3	87	0	0	0	0	69	0	3	76	
ofav4138	1	0	67	0	1	0	0	76	0	1	42	
ofav41381	0	0	20	0	0	0	0	5	0	1	9	
ofav41386	0	0	23	0	0	0	0	22	0	0	27	
ofav41390	30	7	688	4	0	0	0	281	0	14	1148	
ofav41391	3	0	54	0	0	0	0	51	0	1	83	
ofav41394	0	0	11	0	0	0	0	8	0	0	11	
ofav41407	3	0	9	0	0	0	0	23	0	0	17	
ofav41409	0	0	43	0	0	0	0	43	0	2	76	
ofav41410	9	8	136	0	0	0	0	172	0	4	129	
ofav41411	0	0	1	0	0	0	0	0	0	0	1	
ofav41413	1	0	24	0	0	0	0	15	0	0	12	
ofav41414	2	0	11	0	0	0	0	3	0	0	7	
ofav41416	3	1	78	0	0	0	0	93	0	4	65	
ofav41419	0	0	30	0	0	0	0	33	0	2	35	
ofav41420	3	0	140	0	0	0	0	262	0	2	281	
ofav41428	0	0	94	0	0	0	0	90	0	3	121	
ofav41432	0	4	30	0	0	0	0	32	0	3	45	
ofav41434	0	0	3	0	0	0	0	0	0	0	0	
ofav41436	0	2	7	0	0	0	0	1	0	0	0	
ofav41437	11	3	58	0	0	0	0	51	0	6	88	
ofav41439	0	7	43	0	0	0	0	35	0	1	58	
ofav41440	0	1	97	1	0	0	0	77	0	5	101	
ofav41442	7	2	32	0	0	0	0	50	0	0	52	
ofav41444	0	0	0	0	0	1	0	4	0	2	22	
ofav41445	28	0	104	0	0	0	0	191	1	8	125	
ofav41446	0	1	27	0	0	0	0	8	0	0	23	
ofav41455	0	0	56	0	0	0	0	62	0	1	82	
ofav41457	3	7	190	0	1	0	0	266	0	6	322	
ofav41459	0	0	3	0	0	0	0	6	0	0	4	
ofav41460	0	0	4	0	0	0	0	3	0	0	9	
ofav41461	4	0	40	0	0	0	0	31	0	5	63	
ofav41462	13	9	136	0	0	0	0	277	0	3	76	
ofav41464	7	0	30	0	0	0	0	11	0	0	14	
ofav41468	0	0	5	0	0	0	0	12	0	0	2	
ofav41473	1	0	20	0	0	0	0	15	0	0	23	
ofav41474	0	0	1	0	0	0	0	0	0	0	2	
ofav41475	1	0	7	0	0	0	0	19	0	0	13	
ofav41477	22	3	274	0	0	0	0	157	0	3	188	
ofav41482	9	11	130	0	0	0	0	118	0	8	135	
ofav41485	13	0	50	0	0	0	0	69	0	3	90	
ofav41487	0	2	1	0	0	0	0	4	0	0	2	
ofav41491	0	5	15	0	0	0	0	9	0	1	9	
ofav41492	0	0	2	0	0	0	0	13	0	0	5	
ofav41497	0	0	16	0	0	0	0	5	0	0	14	
ofav41498	0	0	13	0	0	0	0	16	0	3	13	
ofav41499	0	0	22	0	0	0	0	24	0	1	38	
ofav41500	0	0	0	0	0	0	0	1	0	0	1	
ofav41503	0	0	17	0	0	0	0	26	0	0	12	
ofav41505	1	0	28	0	0	0	0	17	1	2	42	
ofav41506	6	7	144	0	0	0	0	210	0	12	304	
ofav41512	1	3	23	0	0	0	0	28	0	3	53	
ofav41513	0	0	18	0	0	0	0	16	0	1	27	
ofav41515	11	2	169	0	1	0	0	267	1	23	364	
ofav41520	0	0	1	0	0	0	0	0	0	0	0	
ofav41522	3	0	33	0	0	0	0	49	0	1	43	
ofav41523	3	0	31	0	0	0	0	27	0	6	52	
ofav41531	23	3	259	1	2	0	0	255	0	3	312	
ofav41533	0	0	5	0	0	0	0	3	0	0	2	
ofav41535	0	0	19	0	0	0	0	15	0	1	29	
ofav41539	1	2	45	0	0	0	0	64	0	4	96	
ofav41546	0	0	0	0	0	0	0	0	0	0	1	
ofav4155	0	0	1	0	0	0	0	0	0	0	1	
ofav41550	7	1	79	0	0	0	0	70	0	1	86	
ofav41552	5	0	128	0	0	0	0	102	0	0	153	
ofav41554	0	0	4	0	0	0	0	0	0	0	2	
ofav41560	4	2	250	1	0	1	0	316	0	2	314	
ofav41566	0	0	1	0	0	0	0	0	0	0	2	
ofav41570	1	0	13	0	0	0	0	8	0	0	20	
ofav41572	0	0	17	0	0	0	0	20	1	1	13	
ofav41573	1	0	78	0	0	0	0	121	0	4	183	
ofav41575	0	0	18	0	0	0	0	20	0	4	35	
ofav41579	0	1	19	0	0	0	0	8	0	0	22	
ofav41582	9	0	99	0	0	0	0	265	0	11	168	
ofav41583	6	0	174	0	0	0	0	141	0	6	113	
ofav41585	9	2	154	0	0	0	0	226	0	6	162	
ofav41586	1	0	86	0	0	0	0	120	0	4	131	
ofav41588	0	0	9	0	0	0	0	0	0	0	4	
ofav41591	0	0	0	0	0	0	0	0	0	0	1	
ofav41599	1	1	23	0	0	0	0	33	0	0	55	
ofav4160	0	0	0	0	0	0	0	0	0	0	1	
ofav41608	0	0	0	0	0	0	0	0	0	0	1	
ofav41609	0	0	20	0	0	0	0	5	0	2	15	
ofav41612	1	0	39	0	0	0	0	44	0	0	44	
ofav41614	2	2	159	0	1	0	0	154	0	3	265	
ofav41615	0	0	13	0	0	0	0	2	0	0	1	
ofav41618	3	0	24	0	0	0	0	65	0	2	80	
ofav41619	6	4	75	0	0	0	0	133	0	4	112	
ofav41626	6	0	33	0	0	1	0	38	0	3	78	
ofav41627	3	0	64	0	0	0	0	71	0	9	119	
ofav41632	0	0	21	0	0	0	0	9	0	0	9	
ofav41634	0	1	2	0	0	0	0	0	0	0	0	
ofav41636	10	11	13	0	0	0	0	18	0	3	8	
ofav41637	0	0	5	0	0	0	0	3	0	0	6	
ofav41642	3	7	137	0	0	0	0	144	0	1	162	
ofav41643	2	0	38	0	0	0	0	37	0	0	22	
ofav41644	35	24	164	0	0	0	0	226	0	14	193	
ofav41646	0	0	1	0	0	0	0	0	0	0	0	
ofav41648	8	3	113	0	0	0	0	121	0	7	142	
ofav41652	2	4	79	0	0	0	0	87	0	4	255	
ofav41658	0	0	32	0	0	0	0	30	0	0	91	
ofav41660	0	0	30	0	0	0	0	36	0	4	39	
ofav41664	0	0	8	0	0	0	0	3	0	0	10	
ofav41666	1	14	179	0	0	0	0	227	0	10	479	
ofav41671	0	0	0	0	0	0	0	1	0	0	1	
ofav41672	0	0	1	0	0	0	0	1	0	0	2	
ofav41673	0	0	8	0	0	0	0	4	0	0	10	
ofav41675	2	5	67	1	0	0	0	79	0	0	79	
ofav41676	0	0	3	0	0	0	0	1	0	0	0	
ofav41677	0	0	3	0	0	0	0	7	0	0	11	
ofav4168	0	1	3	0	0	0	0	1	0	0	1	
ofav41680	4	4	54	0	0	0	0	57	0	0	85	
ofav41682	11	13	159	0	0	0	0	156	1	7	181	
ofav41689	0	1	98	0	0	0	0	36	0	1	63	
ofav41691	19	5	270	0	0	0	0	96	0	1	152	
ofav41692	0	0	0	0	0	0	0	4	0	0	0	
ofav41696	0	0	48	0	0	1	0	49	0	0	48	
ofav41700	1	3	64	0	0	0	0	44	0	0	43	
ofav41702	3	3	20	0	0	0	0	24	0	0	42	
ofav41703	5	7	147	0	0	0	0	234	0	21	259	
ofav41704	0	0	38	0	0	0	0	25	0	0	36	
ofav41705	12	1	71	0	0	0	0	96	1	3	94	
ofav41706	0	0	28	0	0	0	0	45	0	2	54	
ofav41707	0	0	3	0	0	0	0	1	0	0	1	
ofav41709	79	35	3162	6	4	8	0	4375	7	147	4620	
ofav41711	1	1	85	0	0	0	0	27	0	0	70	
ofav41714	6	1	121	0	0	0	0	122	0	9	133	
ofav41715	0	0	5	0	0	0	0	2	0	0	1	
ofav41716	1	0	59	0	0	0	0	53	0	2	91	
ofav41719	2	0	51	0	0	0	0	96	0	0	133	
ofav41720	0	0	46	0	0	0	0	36	0	3	67	
ofav41721	0	0	2	0	0	0	0	2	0	0	4	
ofav41722	0	0	27	0	0	0	0	76	0	1	41	
ofav41723	1	8	159	0	0	1	0	178	1	2	343	
ofav41727	143	159	2375	3	4	3	0	3814	6	191	6084	
ofav41728	0	3	53	0	0	0	0	34	0	2	67	
ofav41730	0	0	3	0	0	0	0	2	0	0	0	
ofav41732	2	1	100	0	0	1	0	176	0	1	124	
ofav41733	0	0	2	0	0	0	0	0	0	0	5	
ofav41734	0	0	26	0	0	0	0	8	0	0	24	
ofav41735	0	0	4	0	0	0	0	2	0	0	4	
ofav41736	1	0	92	0	0	0	0	44	0	5	77	
ofav41737	0	0	1	0	0	0	0	1	0	0	1	
ofav41739	0	3	1	0	0	0	0	4	0	0	2	
ofav41741	0	0	13	0	0	0	0	10	0	0	5	
ofav41742	1	1	108	0	0	0	0	180	0	1	124	
ofav41745	0	0	0	0	0	0	0	0	0	0	2	
ofav41746	4	0	151	1	0	0	0	203	0	11	248	
ofav41748	0	0	11	0	0	0	0	3	0	0	5	
ofav41749	0	0	1	0	0	0	0	1	0	0	3	
ofav41750	0	0	61	0	0	0	0	64	0	5	114	
ofav41751	0	0	2	0	0	0	0	9	0	0	2	
ofav41753	17	2	437	0	0	1	0	396	0	16	626	
ofav41756	0	0	19	0	0	0	0	13	0	0	24	
ofav41757	0	0	1	0	0	0	0	2	0	0	2	
ofav41758	0	0	19	0	0	0	0	12	0	0	25	
ofav41759	4	0	38	0	0	0	0	26	0	1	20	
ofav41760	0	0	9	0	0	0	0	12	0	0	2	
ofav41765	0	0	38	0	0	0	0	55	0	0	65	
ofav41766	4	0	5	0	0	0	0	20	0	1	16	
ofav41767	0	0	4	0	0	0	0	0	0	0	2	
ofav41771	18	19	142	0	0	0	0	185	1	3	250	
ofav41772	0	0	0	0	0	0	0	0	0	0	1	
ofav41774	4	7	127	0	1	0	0	174	0	8	97	
ofav41775	0	0	92	0	0	0	0	60	0	4	115	
ofav41776	0	1	13	0	0	0	0	2	0	1	9	
ofav41777	0	0	14	0	0	0	0	24	0	0	10	
ofav41778	2	2	64	0	0	0	0	33	0	4	48	
ofav41787	0	0	6	0	0	0	0	3	0	0	8	
ofav41788	0	0	3	0	0	0	0	12	0	0	14	
ofav41797	0	1	38	0	0	0	0	45	0	4	42	
ofav41798	0	1	30	0	0	0	0	39	0	1	32	
ofav41803	0	0	46	0	0	0	0	104	0	1	67	
ofav41804	0	0	8	0	0	0	0	3	0	0	1	
ofav41806	0	1	9	0	0	0	0	7	0	0	4	
ofav41807	1	1	73	0	0	1	0	50	0	0	56	
ofav41808	0	1	63	0	0	0	0	46	0	1	110	
ofav41811	18	8	196	0	0	1	0	319	0	10	343	
ofav41813	0	0	3	0	0	0	0	8	0	0	2	
ofav41814	0	0	60	0	0	0	0	57	0	4	107	
ofav41817	3	1	78	0	0	0	0	52	0	0	92	
ofav41818	9	2	57	1	0	0	0	105	0	2	130	
ofav41821	1	2	6	0	0	0	0	9	0	3	20	
ofav41823	1	0	4	0	0	0	0	20	0	1	8	
ofav41825	99	11	631	3	0	1	0	690	1	17	583	
ofav41826	3	0	44	0	0	0	0	52	0	0	59	
ofav41830	4	0	27	0	0	0	0	45	0	2	56	
ofav41833	3	1	62	0	0	0	0	18	0	1	71	
ofav41834	20	5	54	0	0	0	0	44	0	0	58	
ofav41836	12	6	263	0	0	0	0	287	0	2	302	
ofav41846	1	0	16	0	1	0	0	15	0	2	4	
ofav41848	4	1	47	0	0	0	0	14	0	3	19	
ofav41849	0	0	5	0	0	0	0	0	0	0	0	
ofav41851	0	0	4	0	0	0	0	9	0	0	7	
ofav41852	1	0	118	1	0	0	0	148	0	6	158	
ofav41856	0	0	6	0	0	0	0	9	0	0	7	
ofav41859	9	4	398	1	1	0	0	632	0	32	1056	
ofav41863	7	7	62	0	0	0	0	35	0	0	52	
ofav41864	1	2	177	0	0	0	0	143	2	3	317	
ofav41865	4	0	202	1	0	0	0	189	0	16	217	
ofav41866	0	0	0	0	0	0	0	1	0	0	1	
ofav4187	1	0	50	0	0	0	0	10	0	1	17	
ofav41872	1	3	214	0	0	0	0	327	0	7	578	
ofav41882	0	1	24	0	0	0	0	8	0	1	12	
ofav41884	8	3	27	0	0	0	0	24	0	5	32	
ofav41886	9	14	252	0	0	0	0	309	1	11	577	
ofav41887	1	0	76	0	0	0	0	82	0	2	152	
ofav41888	0	0	15	0	0	0	0	7	0	0	3	
ofav41889	9	0	178	0	0	0	0	175	0	15	253	
ofav41890	0	0	18	0	0	0	0	12	0	0	10	
ofav41892	0	1	9	0	0	0	0	9	0	0	16	
ofav41893	5	0	59	0	0	0	0	43	0	0	82	
